"OID20424","OID20429","OID20436","OID20437","OID20438","OID20442","OID20459","OID20460","OID20462","OID20464","OID20473","OID20475","OID20477","OID20480","OID20481","OID20482","OID20483","OID20485","OID20486","OID20487","OID20490","OID20495","OID20497","OID20500","OID20501","OID20504","OID20505","OID20506","OID20507","OID20508","OID20510","OID20511","OID20513","OID20514","OID20515","OID20519","OID20520","OID20521","OID20523","OID20524","OID20525","OID20526","OID20527","OID20528","OID20529","OID20530","OID20531","OID20532","OID20533","OID20534","OID20535","OID20536","OID20537","OID20538","OID20540","OID20541","OID20542","OID20543","OID20544","OID20545","OID20547","OID20548","OID20551","OID20552","OID20553","OID20554","OID20556","OID20557","OID20558","OID20559","OID20560","OID20561","OID20562","OID20563","OID20564","OID20565","OID20566","OID20567","OID20568","OID20569","OID20570","OID20571","OID20572","OID20573","OID20574","OID20575","OID20576","OID20577","OID20578","OID20579","OID20580","OID20581","OID20582","OID20583","OID20584","OID20585","OID20586","OID20587","OID20588","OID20589","OID20590","OID20591","OID20593","OID20594","OID20595","OID20596","OID20597","OID20598","OID20599","OID20600","OID20601","OID20602","OID20603","OID20604","OID20605","OID20606","OID20607","OID20608","OID20609","OID20610","OID20611","OID20612","OID20613","OID20614","OID20615","OID20616","OID20617","OID20619","OID20620","OID20621","OID20622","OID20623","OID20624","OID20625","OID20626","OID20627","OID20628","OID20629","OID20630","OID20631","OID20632","OID20633","OID20635","OID20636","OID20637","OID20638","OID20639","OID20640","OID20641","OID20642","OID20643","OID20644","OID20645","OID20646","OID20647","OID20648","OID20649","OID20650","OID20651","OID20652","OID20653","OID20654","OID20655","OID20656","OID20657","OID20658","OID20660","OID20661","OID20662","OID20663","OID20664","OID20665","OID20666","OID20668","OID20669","OID20670","OID20671","OID20672","OID20673","OID20674","OID20675","OID20676","OID20677","OID20678","OID20679","OID20680","OID20681","OID20682","OID20683","OID20684","OID20685","OID20686","OID20687","OID20688","OID20689","OID20690","OID20691","OID20692","OID20693","OID20694","OID20695","OID20696","OID20697","OID20698","OID20699","OID20700","OID20701","OID20702","OID20703","OID20704","OID20705","OID20706","OID20707","OID20708","OID20709","OID20710","OID20711","OID20712","OID20713","OID20714","OID20715","OID20716","OID20717","OID20718","OID20719","OID20720","OID20721","OID20722","OID20723","OID20724","OID20725","OID20726","OID20727","OID20728","OID20729","OID20730","OID20731","OID20732","OID20733","OID20734","OID20735","OID20736","OID20737","OID20738","OID20739","OID20740","OID20741","OID20742","OID20743","OID20744","OID20745","OID20746","OID20747","OID20748","OID20749","OID20750","OID20751","OID20752","OID20753","OID20754","OID20755","OID20756","OID20757","OID20758","OID20759","OID20760","OID20761","OID20762","OID20763","OID20764","OID20765","OID20766","OID20767","OID20768","OID20769","OID20770","OID20771","OID20772","OID20773","OID20774","OID20775","OID20776","OID20777","OID20778","OID20779","OID20780","OID20781","OID20782","OID20783","OID20784","OID20785","OID20786","OID20787","OID20788","OID20789"
0.8498,3.3175,5.9051,1.4836,2.5928,1.1136,2.5965,0.7215,3.2213,0.5905,1.7541,1.8442,1.7996,0.0952,1.7804,1.3547,-0.8568,0.9348,1.2909,3.6135,1.3134,4.3037,1.421,1.355,0.3322,2.0073,1.1641,3.0163,2.7379,0.6535,2.2517,3.6512,0.7501,0.4334,0.8325,1.006,1.6378,0.2123,5.1244,2.5358,-0.6701,0.396,1.138,0.36,4.954,3.1267,0.4006,0.5276,3.3448,0.2143,2.6242,2.3138,3.3632,4.1989,1.9694,5.4486,1.2291,3.0783,2.8954,1.0707,0.4551,2.0591,1.7664,2.3853,0.9348,1.5736,-1.943,1.4039,1.047,1.4305,3.7123,1.0129,3.3051,6.0077,2.1209,1.8279,0.8987,3.4871,1.2832,2.3796,4.612,1.373,2.4341,1.7678,3.8871,1.3563,1.7689,1.0004,4.0743,0.2544,2.9503,2.6518,0.9354,0.0579,1.0321,3.1406,1.3179,2.4883,1.2686,3.8117,5.0599,2.2927,-0.4025,1.7402,4.7411,0.6069,1.2849,2.232,3.097,1.6206,5.1181,2.0491,2.5189,5.5595,3.8972,4.8433,4.5543,0.9114,4.2753,1.3963,6.0714,5.3175,5.7267,4.8095,5.2858,2.9908,5.4315,0.8206,5.0192,3.5722,5.1715,5.0303,4.7307,3.1017,4.1692,3.2713,3.3693,5.5111,2.9094,7.0637,3.448,3.3759,4.2535,0.9936,6.7736,5.4904,3.2232,2.7877,3.3406,2.9543,3.7507,1.7677,6.9178,4.033,3.7372,3.7521,3.8985,9.0277,3.9034,6.0149,3.7779,6.5878,4.813,7.2916,4.3788,3.3891,3.5678,5.2994,6.0126,5.2379,4.5905,5.3276,6.2358,5.2707,5.3542,4.4911,4.0744,9.5833,6.0708,4.3279,2.6393,3.1898,3.0215,1.0049,3.2651,4.233,1.9755,7.4539,0.8618,1.9004,2.007,1.9002,5.0553,1.0986,4.1043,3.7287,2.4054,4.3243,4.4494,6.9344,3.7897,2.8832,8.0674,1.3887,1.4256,1.6365,3.4411,5.0169,5.2685,5.5532,4.8529,3.5767,1.505,0.5682,4.2325,5.2119,1.8482,5.3896,2.496,6.3905,3.7861,4.8796,1.7161,1.1746,4.7461,1.9968,8.1945,2.0351,6.8138,5.3682,3.8094,3.6927,3.6364,4.9255,0.4215,3.1684,5.4557,7.9364,4.0432,3.8219,6.2648,2.5642,5.7978,3.9817,5.535,5.9074,5.7673,3.5605,3.3984,5.1936,6.1963,4.0903,4.2701,5.0219,4.2071,7.4989,4.286,3.3002,3.5691,2.8651,4.9918,5.4433,6.4688,5.281,4.7576,1.7889,1.3291,2.2391,4.2926,6.3352,5.8259,5.5114,5.3639,6.8104,3.4124,4.1909,4.7579,2.0994,7.2224,3.4049,6.5463,5.6899,3.5377,6.3965,2.2004,5.3815,8.1012,3.7159,5.6775,5.3857,6.0676,3.7246,5.0442,2.8894,4.1821
1.4446,4.1834,2.8044,1.7356,1.8591,1.7748,0.8902,0.973,1.449,1.5152,1.8429,2.6502,4.5447,0.782,2.3906,1.335,0.1214,1.3047,0.2445,3.1324,1.2717,1.0082,2.44,0.8138,1.3632,2.1543,0.8203,3.0616,2.6357,0.5966,2.0293,4.8666,1.9404,0.8579,2.0213,1.4308,-0.0469,0.7216,2.6014,1.104,0.6832,2.0339,0.0728,0.7555,3.5974,3.1482,0.089,1.433,1.5671,2.2245,0.9279,2.0029,3.2649,2.5421,2.4607,2.5999,1.5278,2.2521,3.9595,2.473,1.8758,2.6259,2.7858,1.4859,3.0411,2.1345,0.0975,2.4145,2.3543,2.6791,3.649,1.4857,2.6574,5.9377,1.3222,2.9478,2.078,1.7934,2.1294,2.2883,5.6524,1.5659,1.8091,1.254,3.4304,2.2363,2.4715,2.6237,2.1682,1.7468,2.2866,0.3007,0.8505,0.9355,1.3359,3.9032,2.3608,3.6975,1.8364,3.5132,3.9267,1.4066,3.6274,3.3854,3.4811,3.5087,1.6142,1.7473,4.3267,3.4453,6.0918,1.934,2.732,6.3374,3.019,3.1055,4.5543,0.5584,3.4305,3.1694,6.3178,2.5152,6.5087,5.2819,3.5036,3.5546,5.9523,-0.3414,4.8941,3.2344,5.9829,5.2195,5.5991,4.388,5.3922,4.3483,3.1079,5.9465,3.7081,6.9135,5.7923,3.6598,5.9924,3.4469,5.0726,6.3971,3.7912,4.1257,3.7123,4.7383,5.3503,2.5545,4.9652,6.1162,4.8644,3.5665,2.9304,7.3546,3.4394,5.9762,4.9511,6.4498,7.7599,7.9736,4.6196,4.3095,2.8783,3.8963,4.7527,3.5722,5.8333,5.2675,6.216,7.4784,5.4778,5.5422,6.0396,9.3096,6.4001,6.7543,7.0461,1.1537,4.1655,1.5114,2.9223,5.9287,3.4296,6.7894,1.2949,3.7928,3.0595,3.1968,4.7785,2.8114,0.6831,3.8012,3.6744,4.8014,5.3206,6.2932,3.9346,3.8485,7.6528,2.97,1.1454,1.7688,4.2794,6.1666,5.3667,5.0472,4.2398,2.5722,2.0572,1.9718,5.1706,5.8177,3.6978,4.3612,3.9987,5.8521,4.5372,5.4418,2.5834,2.7147,4.3906,3.4627,6.5816,2.7784,5.3569,6.9164,4.1879,3.079,3.0948,5.0858,2.8465,4.7709,7.6013,5.9526,4.0437,4.2445,6.8547,1.7588,5.4629,5.5823,5.7708,3.3787,5.0751,4.6332,2.3099,4.6694,5.3592,4.6353,4.1438,7.4936,4.2071,4.8864,5.977,4.3563,4.3868,3.6118,4.1254,5.2861,5.8086,6.8655,4.8043,2.3316,2.9457,2.58,5.1735,7.0547,4.8014,5.2783,5.2829,7.9206,4.5149,6.6553,5.4463,6.182,5.9501,3.3176,-0.2031,6.2456,4.056,7.6457,4.2244,5.6886,8.721,5.3527,7.4104,5.6926,6.184,4.8466,6.7705,5.1896,3.7233
0.3992,4.0938,3.6305,1.8077,1.6113,0.2888,1.1777,1.1507,2.1049,1.4547,2.0947,1.2641,2.3998,-0.2021,1.5144,2.184,-0.0048,0.9005,1.0644,2.9308,0.8203,2.8579,1.1015,0.8641,-0.2177,1.89,0.5919,2.561,2.357,1.4112,1.7315,2.1341,1.1681,0.596,1.6405,1.018,1.3336,0.4939,3.49,0.4965,1.2178,0.9801,0.0746,0.2955,4.3626,2.7338,0.5029,0.9647,5.3047,1.4482,1.7044,1.3468,3.1814,3.2334,2.8882,3.5043,0.7418,2.2258,3.1041,1.7725,0.9424,3.7628,1.9908,1.5054,1.0804,1.7675,0.7713,0.8488,1.1387,3.5198,3.2011,0.081,2.5318,5.9377,1.6191,2.935,0.5441,1.0448,1.4347,1.2475,5.0862,1.3807,1.2223,1.973,2.6496,2.0571,1.8845,2.0829,3.0763,0.7007,1.9227,1.5927,1.06,0.532,1.7552,1.6916,3.2284,2.2334,2.5766,2.5897,4.7945,2.2431,3.6021,4.0987,4.5411,1.009,2.6396,1.4909,3.5103,3.4388,0.8573,1.7652,2.9283,6.6299,2.4872,4.8433,4.2304,0.0753,3.3179,3.426,6.4881,4.2408,5.1746,5.0834,2.6237,3.1939,4.8766,0.6569,4.006,3.6416,4.5084,4.3675,4.7389,3.3449,4.4741,3.8467,4.0217,5.2811,1.5181,4.2953,6.7765,2.8415,5.4926,2.6407,5.9656,6.7466,3.5093,3.2996,1.7386,3.748,4.4547,1.0761,4.5483,5.6241,4.8644,2.1385,4.623,6.558,3.9034,6.3527,4.7233,6.6,6.7492,6.8748,4.3788,4.1105,3.0265,3.6142,5.5014,4.243,4.1884,5.0145,8.5953,6.4079,6.4887,5.3824,5.2746,11.9283,6.3512,5.4427,4.1761,1.9872,4.1655,1.0456,1.8927,5.8846,1.9709,4.3971,0.8569,3.0214,2.3468,3.1968,4.9493,1.763,3.2454,4.0733,2.7461,4.5544,5.1845,5.2029,3.9928,3.2335,5.7991,1.5556,1.4469,3.0585,3.6021,5.1089,4.3714,5.2115,4.4707,2.6217,0.6462,1.0857,3.6566,3.7174,2.8942,4.5157,3.3019,5.6554,2.3981,5.1895,2.203,1.3899,4.4697,2.3326,5.6538,2.6048,5.9172,5.8383,3.5716,3.079,4.496,4.7662,2.2584,3.8122,6.4753,5.2463,3.5856,4.2611,5.8866,1.4616,4.0405,5.6726,6.4845,3.8183,5.652,2.5014,4.1754,2.9188,5.7939,4.7506,4.6543,6.6333,3.6379,6.2114,3.6173,3.4183,3.9961,4.0163,5.5285,4.6347,5.8942,5.5348,4.0705,0.4427,1.9841,2.3671,4.1532,6.2818,4.6129,5.4612,5.021,7.4485,4.0855,4.9065,5.38,3.0838,5.7477,3.9747,5.3588,6.0256,5.7961,7.1317,3.8757,5.6772,8.3013,4.0363,6.2126,5.9391,5.3218,4.2074,4.5009,5.0335,3.3358
-0.0853,4.9845,3.8848,1.3518,1.2654,1.306,1.5651,0.1897,2.2374,2.355,1.4973,5.3274,3.7853,0.0947,1.0303,0.2619,2.1107,2.9142,0.0583,2.4032,1.3923,-2.2363,1.9064,0.8751,1.1194,0.8312,2.5009,2.6949,3.1681,0.9571,2.727,1.4497,1.747,1.4709,3.2219,4.7683,1.0337,1.1235,1.7198,2.7057,0.7006,3.4032,0.157,0.8259,3.4485,3.5298,1.2008,1.0351,5.2794,1.7197,3.2285,3.5355,3.9854,3.8199,2.8591,1.2251,1.3704,3.2956,6.9735,3.355,0.9424,1.9392,5.5771,2.3208,3.3976,4.4143,0.4598,2.3302,4.7053,5.8192,3.2681,2.8888,3.2245,1.3711,2.9099,2.2132,0.9839,2.3902,2.4717,1.7216,6.744,2.269,3.2566,1.9002,5.732,1.1574,2.7176,4.3405,2.1769,5.8133,0.9555,0.3007,3.1836,2.6911,1.5695,4.4566,0.6683,3.3656,3.5405,4.2962,6.2464,2.4203,3.8162,7.2169,2.9996,1.009,3.5874,1.9055,2.7661,2.8778,6.0918,0.7539,2.2024,5.9657,3.142,2.9027,4.031,0.447,4.4181,3.4823,5.6664,3.1554,4.9997,5.2646,6.7665,5.9458,6.5549,0.2855,5.5842,4.1307,5.7114,6.8784,5.9107,6.5313,5.1445,7.1858,3.7545,5.2811,2.9094,5.4418,6.4333,3.3904,5.5804,2.0026,4.1422,5.7702,3.0161,7.2837,3.5,3.665,7.4828,3.4767,5.4376,6.115,4.4854,4.2224,3.6189,8.0545,3.6398,6.5289,5.1643,6.7666,7.9101,9.9734,5.7068,3.7796,3.3467,2.5793,5.1004,4.003,6.109,4.8888,3.3128,6.594,5.733,4.73,3.6691,10.852,6.9389,5.1052,3.8729,2.1354,3.3041,1.6553,2.1172,4.7203,4.7062,4.6708,2.755,4.6793,4.3907,2.7721,5.0844,5.4913,3.337,3.0403,4.159,3.2944,5.9439,5.325,5.4856,3.2112,5.6557,4.6739,0.4514,1.0069,4.6402,6.1666,4.7386,7.2588,4.6546,2.2053,5.3026,2.5671,6.334,5.2306,6.0984,4.5492,3.7269,5.7092,3.8248,4.8193,4.723,2.4035,4.0619,2.9982,7.3783,4.6606,6.015,8.51,4.5768,3.5467,2.6279,5.8242,4.3911,5.043,7.8166,5.8773,4.4723,4.2995,7.6493,1.9478,4.3721,5.1877,6.1731,5.0001,7.106,6.7478,1.3656,3.6349,6.1963,3.5316,4.7414,5.2427,3.8275,5.5354,5.8418,5.3747,5.195,4.2455,4.1254,5.3847,6.8565,8.5597,5.2935,5.1589,5.5832,2.1309,4.2078,6.9048,5.2786,6.3991,5.2367,7.9733,5.0599,6.2637,5.121,8.2391,5.384,3.9289,6.2764,5.2022,3.6955,6.9928,6.8379,6.6514,8.0197,5.3097,7.0188,6.8783,4.6627,3.9483,5.5616,7.7177,3.6595
0.4893,2.733,4.8139,1.5813,2.244,0.9842,0.9794,-0.4244,2.8974,0.9856,1.3518,0.9607,2.3561,0.8124,0.3876,0.9865,0.497,0.758,0.4786,2.666,0.7965,2.5937,1.7564,0.4127,2.2497,1.3788,0.4988,1.3677,1.4042,0.2209,1.561,0.7426,0.7501,-0.1303,0.7222,1.1578,0.8708,0.1129,4.802,2.0801,0.2612,1.3238,0.4663,0.4525,3.2373,2.7354,0.089,0.3817,3.884,1.4615,1.9072,2.0831,3.7478,3.0971,2.9673,0.455,0.9604,5.1332,4.2946,1.5543,1.4641,1.5887,2.4509,1.5286,3.6938,1.1366,1.7077,0.8646,2.3419,3.4775,3.6919,1.3497,3.9848,5.5752,2.2817,2.2132,0.5441,2.9298,1.2475,2.3163,5.7428,1.2695,1.0591,1.3765,3.9453,2.0811,2.7512,1.6722,3.2027,2.1449,1.0319,0.9149,1.3916,-0.2424,0.6718,2.5457,3.1479,1.7633,1.9022,2.0926,4.696,1.3767,-0.2606,4.0987,4.9789,2.0805,1.4334,1.3268,3.9352,1.6761,3.1459,0.4814,2.7846,7.9501,3.4028,4.0511,2.8462,0.7713,3.0387,2.9511,7.128,4.2966,6.135,4.7576,4.0518,4.5583,3.9405,1.2056,3.8176,2.5257,4.1289,5.0567,5.9912,2.6517,4.0782,3.8467,2.7226,4.2481,2.7325,5.5917,3.8876,2.9741,3.5254,0.1983,5.9656,2.9738,2.5088,4.7502,2.7647,3.5875,4.5197,1.0214,5.6183,4.033,3.7421,2.4944,2.4509,6.6798,2.4569,5.3179,3.4043,5.5105,6.4098,7.6749,4.5192,3.8996,3.0265,5.0412,4.5926,4.5743,4.5233,5.2214,8.6004,5.5271,6.4279,3.4201,3.9612,8.3899,5.4367,5.7185,3.2247,2.9288,1.5858,0.642,2.8369,3.7181,2.6738,6.1412,0.8569,3.5814,2.6979,2.6314,3.8288,1.0986,3.9472,3.2718,2.3421,4.3864,5.1564,5.4518,4.9829,1.9915,4.8714,1.9895,1.3226,1.5063,3.1831,4.8876,3.999,3.7538,5.0664,3.6475,1.9276,0.393,4.1059,4.6499,3.203,5.0883,2.4654,5.6745,2.863,4.9825,2.3111,0.9723,3.3493,1.4178,6.8774,1.7901,4.8571,7.114,3.8024,4.1147,4.0061,4.1271,1.5111,2.6888,4.1548,4.2549,2.9716,3.6852,4.8792,2.6126,3.9798,3.7141,4.3017,5.0001,5.9986,3.5433,2.1331,4.7218,6.1037,5.1845,4.4596,5.0095,5.4024,5.049,4.0215,6.475,4.2861,3.9681,4.0789,4.9198,4.9245,5.5225,2.8446,1.3077,1.711,3.2544,3.157,5.1062,4.6254,4.5043,4.5611,6.068,3.6516,4.5393,3.6787,5.834,4.1787,2.5254,-0.8474,5.4327,5.3822,6.4983,3.7037,4.7143,6.7557,3.3256,5.7002,4.5624,5.9682,3.7713,4.6448,5.7953,4.0456
0.5129,2.9912,3.8642,1.549,1.4931,1.1395,1.674,-0.3377,1.7097,2.6257,1.1405,0.977,1.7996,-0.0565,1.5724,1.5618,0.2579,1.3047,0.729,2.1193,1.1271,3.3421,1.9646,1.5496,0.5923,2.9756,1.0601,2.4594,1.1498,1.2998,1.9964,2.0442,0.6977,0.4758,0.7014,0.3079,-0.0425,0.248,4.9948,0.4551,0.4274,0.6861,-0.1767,0.617,1.2788,2.6387,0.089,0.5081,4.2656,1.3591,-0.1865,2.4941,3.6109,2.7928,1.9694,2.3247,1.8423,2.1938,2.2642,0.5945,0.197,4.1704,1.0255,1.4781,1.3864,0.9292,0.258,1.313,0.8749,2.3246,3.6513,0.4298,3.6061,5.5752,2.3545,2.0183,1.5217,2.6679,1.2636,1.2984,5.4763,1.2316,1.6032,1.3942,5.5394,0.9378,2.8683,2.2963,3.32,0.7028,1.2098,1.1983,-0.1495,0.5454,1.1728,3.214,2.3344,3.1266,1.9746,4.175,6.4202,2.2294,3.4732,2.3702,4.4669,1.2141,1.1349,1.6804,2.5601,2.5014,3.9596,0.7723,2.6473,5.9985,2.4872,4.1429,4.3218,0.4496,4.6397,3.6431,6.8914,1.1815,6.4829,5.1517,3.3383,1.8685,4.3611,0.9807,4.779,2.8105,4.6179,5.0819,5.4708,3.0526,4.1411,3.5268,2.5898,5.4295,3.9026,6.1878,5.2533,3.0033,5.2455,2.2609,5.4141,4.6762,4.0434,2.5245,4.592,3.2748,1.1971,1.5157,5.4519,4.9811,4.043,3.4689,3.9857,6.6981,3.1105,5.4718,4.4644,6.7666,6.3835,7.1393,3.3494,3.9485,2.6003,2.9095,5.9564,3.3434,4.922,4.7144,5.5928,5.006,6.4453,4.678,3.6533,7.3403,5.9341,4.522,4.6878,2.7323,2.0112,0.7591,1.7745,4.7795,1.7083,7.3571,0.5399,1.9704,1.6744,2.9209,4.3356,2.0378,4.0781,3.3242,2.2572,4.0111,5.3673,5.2663,6.2493,2.7999,7.4704,0.4974,1.0917,2.2153,3.4953,5.0606,5.3531,5.3228,4.8198,3.4288,-0.428,0.5682,3.7904,5.1012,1.8482,4.6973,2.9545,7.5853,2.669,4.7109,1.643,1.9319,4.5124,2.2117,7.8492,2.5716,3.8748,5.6256,3.4204,3.6274,3.1043,5.4008,1.2394,4.243,5.1556,5.6996,3.5856,3.4291,6.3121,1.7662,4.0089,4.8787,6.3327,3.5083,4.1449,3.5032,4.5146,5.7876,4.6745,4.1128,3.8394,5.7607,6.0856,6.3749,5.9056,3.2234,4.8791,2.9567,5.0122,4.1614,6.3566,5.9084,3.3059,1.4293,1.0833,2.7524,4.0959,6.8446,4.2372,4.3102,4.6449,7.2073,3.6068,5.0409,4.3415,3.532,6.204,3.6963,7.0078,5.4696,3.3171,9.0974,1.1816,5.1378,8.1012,3.9816,6.4255,4.6133,4.5953,4.3461,4.266,2.9251,3.3351
2.0654,4.0368,7.026,1.8641,1.2046,1.5598,3.1042,0.0966,2.0311,3.14,2.4354,6.9752,3.0324,0.5418,0.6048,0.8969,3.2676,4.2058,0.1618,2.4263,0.6,2.9818,2.9947,1.5523,0.6181,0.83,3.3734,1.7713,5.1549,1.3861,4.1947,2.7716,1.6329,1.0607,4.5621,5.4383,0.3964,2.2128,6.7121,5.3673,-0.013,3.2059,0.1673,1.12,2.1696,2.3118,2.6462,1.2181,6.5961,2.1889,3.2285,4.4564,4.2287,3.3551,3.5897,0.6966,1.4561,3.0242,7.647,5.444,0.197,1.4849,5.9813,4.7938,5.5023,4.1404,0.8122,2.7279,5.055,6.5263,2.8259,0.081,2.4983,11.6871,1.6658,1.7041,0.8987,1.5864,0.6977,1.8033,7.0923,0.9882,3.9346,1.254,6.439,0.836,4.9105,5.2714,3.4211,6.1873,2.0256,0.8935,4.7698,3.5429,1.1782,1.8697,3.2776,3.4117,4.8023,6.1588,4.8972,1.4474,-0.033,8.6899,4.0387,1.4866,4.0105,1.2661,3.5145,1.9143,3.5464,0.5493,2.5427,6.8531,3.8722,3.5137,5.9731,2.6515,4.2432,5.2317,6.2603,2.729,6.4985,5.1248,7.9924,6.4801,6.1906,0.6309,7.0143,4.6577,5.4803,7.4866,4.9663,8.5344,4.5288,8.0528,5.4475,6.6089,3.8579,5.624,5.5054,2.5088,3.9781,1.169,3.8576,6.7188,4.5894,7.3964,4.4274,3.8223,7.4096,4.7329,5.7376,4.0193,3.2782,6.3321,2.7912,9.2462,2.4748,7.942,3.5865,6.0592,7.4029,8.4616,3.9173,4.6547,5.4492,2.4704,5.7211,4.6871,3.497,4.8727,6.6782,4.7842,9.176,4.6929,6.5903,12.2149,6.2357,5.0736,4.3014,2.7317,2.7555,0.95,3.1651,3.9394,5.7514,4.8932,4.9699,6.5489,5.023,2.0457,4.3988,2.0831,2.2984,4.8756,4.1671,4.1291,5.7643,6.4946,3.2648,2.5223,8.494,5.5428,2.7673,3.2395,3.1663,5.1559,6.5157,6.3359,4.3523,2.8256,5.7232,0.3719,6.2203,5.2012,7.6959,3.7754,2.8891,8.348,2.669,4.4752,6.3269,5.041,4.6415,2.7468,6.6079,4.7353,7.4015,9.948,4.7258,3.6481,4.9071,4.618,6.8732,4.3952,3.6473,5.2833,4.2635,3.592,6.4881,1.7701,5.506,3.221,5.931,6.4195,7.8477,7.9763,2.1373,4.2728,5.3408,3.5316,5.1753,4.6176,4.9963,7.4519,5.1399,1.9653,3.6599,2.9747,3.7363,4.6419,6.4824,6.4462,2.3703,6.2223,6.5843,3.8834,3.946,6.671,5.797,3.7031,4.9587,7.3469,4.3674,5.0011,4.6169,5.8471,8.6289,4.3529,5.5854,6.0921,3.4722,6.8229,7.3502,7.2699,7.4905,4.7837,6.857,4.6133,4.5953,5.5205,3.6928,8.1684,3.3557
0.9314,3.8859,5.588,1.663,0.7974,0.0339,3.2477,0.9706,2.1049,0.6304,2.1727,5.3274,2.019,0.1571,1.4709,1.4974,1.9611,3.1431,0.4077,3.3685,1.4235,2.6483,1.979,1.2477,0.7239,2.7424,2.3358,2.148,4.2266,1.4062,2.497,0.7437,-0.5194,0.611,3.367,3.6304,1.2678,0.7921,5.4744,7.7163,-0.3976,3.6315,-0.2401,1.3558,2.5978,2.1009,1.2587,0.9425,5.3807,1.2914,1.7107,2.9498,3.4036,2.5508,2.6479,2.0273,1.7207,3.1073,6.3201,3.126,0.5916,2.6259,4.5982,3.3642,4.6051,3.9123,1.445,2.1057,4.1574,4.9662,3.3818,0.1982,3.5748,7.9489,1.3222,1.242,0.7064,2.1397,1.6039,1.32,5.0862,1.5087,2.0037,1.5014,4.3358,1.5918,2.5507,4.2357,3.3019,5.2203,0.6331,2.4005,2.942,2.0079,1.3359,1.8469,2.262,2.2624,3.0634,3.9798,4.5123,2.6959,-0.3973,7.2631,4.4113,3.2813,2.5166,1.7987,2.7647,2.3165,3.1778,2.0132,2.4458,6.6299,3.8909,4.8329,3.5284,2.9317,3.733,3.9919,6.3178,5.3175,7.115,5.3173,6.8732,5.2699,5.0454,1.3741,5.4114,3.488,4.2563,6.4644,5.0976,5.107,4.4692,5.8919,3.7905,3.8447,4.2921,6.281,5.961,2.0463,5.4478,1.8109,5.0401,5.7619,4.2096,6.2847,2.946,2.7247,6.8695,3.799,4.6148,4.7727,3.9943,4.7764,3.0194,6.91,3.4303,5.9714,4.2142,5.5883,6.5943,7.7579,4.7123,3.8062,2.6003,4.4868,6.0972,4.0811,4.5905,4.9376,5.7572,5.6041,6.5834,4.1711,6.3051,11.2321,5.9421,6.4172,4.3893,3.2457,1.5858,1.2396,3.4289,5.5892,4.7062,4.8213,2.6796,2.9937,3.804,3.4611,5.6431,0.5505,1.0568,4.0584,3.7609,3.7914,5.7081,5.0038,4.8478,2.5814,6.585,4.7502,0.7474,2.5685,4.2386,5.1182,5.0094,5.1306,5.273,3.6478,3.94,1.1341,4.2367,4.9326,6.4263,4.4575,2.9584,8.3905,5.2344,5.0093,4.9913,2.081,4.728,2.5732,8.2241,3.9914,4.088,8.4434,4.1879,3.4741,4.2366,4.4533,4.6169,4.0861,4.6532,6.4223,3.5589,3.6971,5.3903,2.3891,4.4585,4.629,6.0686,4.8832,5.9362,5.3581,3.1066,3.9964,4.9164,4.5263,3.8183,5.8671,4.1002,6.2834,4.6058,4.8524,4.0222,2.9832,5.5412,5.7478,5.1869,7.4382,4.3776,4.9354,5.4401,3.5467,3.2271,6.538,5.7353,5.3366,5.1517,6.9874,4.5009,5.2109,4.5365,6.6189,6.0869,4.1064,6.03,5.9543,4.056,6.8229,6.6413,6.5339,8.2008,4.2088,6.2293,4.6732,6.1645,4.6137,4.2884,7.0346,3.1537
