"OID20196","OID20101","OID20207","OID20162","OID20652","OID20715","OID20656","OID20668","OID20697","OID20610","OID20671","OID20666","OID20477","OID20675","OID20693","OID20762","OID20606","OID20574","OID20628","OID20591","OID20586","OID20719","OID20735","OID20611","OID20645","OID20631","OID20694","OID20696","OID20600","OID20655","OID20672","OID20473","OID20650","OID20661","OID20613","OID20624","OID20674","OID20523","OID20724","OID20712","OID20687","OID20621","OID20695","OID21042","OID21124","OID20976","OID20985","OID21030","OID21031","OID21018","OID20955","OID20995","OID20966","OID20953","OID21004","OID21414","OID21402","OID21466","OID21374","OID21375","OID21449","OID21411"
2.8267882,7.7393594,4.361373,5.5225263,7.6290464,4.248912,9.49686,7.244095,8.192985,4.932327,7.3577924,6.415503,4.051574,5.2668004,6.099791,3.7462652,4.9793067,5.9040112,3.779604,2.6002445,2.390304,5.942114,7.7573705,7.3485208,6.359658,7.797111,6.518623,4.469074,4.2123265,6.880797,11.471133,3.035542,8.837169,4.3931856,6.4340935,5.8525696,6.874108,5.6626163,8.063768,4.9373627,6.5829887,4.5773716,4.9979157,5.66624,3.852535,5.848751,4.747481,5.1057863,3.2918189,6.8354154,5.352705,6.9343834,5.5403743,3.964019,7.1120467,5.0498853,8.093457,9.113195,6.6947675,3.6721437,5.804505,6.0250006
2.3325262,5.3500295,4.200679,3.527955,6.4103537,2.952982,7.3884954,6.2693987,6.9654374,3.3458676,4.7595024,5.3765125,2.165307,3.8831117,4.7623043,3.316465,3.9995918,4.5533924,3.1620677,1.8331227,2.2321808,4.562487,6.1286526,6.809395,5.379718,6.42939,5.234512,3.048001,2.507137,6.2098517,9.437714,1.6254133,7.1557617,3.9721751,5.781894,5.198807,5.432596,4.39277,6.493172,4.581716,4.3683558,3.297758,4.1479273,4.8851724,2.9120286,4.2404265,3.042641,3.231039,2.901859,5.9379654,4.2798805,4.820103,4.325599,3.3435476,5.9627333,4.0832205,4.728286,8.319474,5.727489,2.4711125,4.5834517,2.242437
2.3180275,5.7819314,4.3180923,3.8066568,6.590034,3.058506,7.717727,6.408958,7.234651,3.6023889,5.161459,5.5064554,2.4828901,4.1640778,4.9524627,3.4130304,4.1580505,4.7746134,3.2592096,1.9201201,2.2011204,4.715946,6.3145046,6.8403277,5.531934,6.6245546,5.434799,3.1949005,2.7202868,6.3490195,9.877984,1.8530694,7.438103,4.039337,5.915064,5.265616,5.606248,4.77957,6.746122,4.578858,4.6235385,3.4643397,4.3778644,5.078867,3.0568876,4.444603,3.2250912,3.5364134,3.1489055,6.0064225,4.514803,5.0727167,4.5097094,3.529263,6.1271853,4.2880836,5.1201954,8.422554,5.9470124,2.7225957,4.7112346,2.6670427
2.365293,6.110335,4.38297,4.1430655,6.7166367,3.242709,8.165992,6.578894,7.446528,3.8923416,5.6325374,5.7311196,2.8955185,4.4455833,5.174757,3.603647,4.353958,5.027409,3.4121227,2.0334198,2.2105212,4.8387666,6.5493636,6.8908844,5.6886773,6.7554517,5.5879226,3.3515642,2.9337995,6.502171,10.252283,2.1485062,7.7068233,4.1158466,6.129353,5.3620014,5.8690963,5.0799637,7.030835,4.58872,4.9002337,3.5915017,4.725922,5.3409686,3.2166092,4.7187743,3.4730465,3.7553039,3.436793,6.070728,4.795753,5.3253946,4.7187552,3.787983,6.2617035,4.571763,5.6023164,8.501036,6.224287,3.006173,4.8699822,3.1212876
2.305223,5.651718,4.288721,3.7195373,6.544148,3.0237658,7.609612,6.3716273,7.170374,3.5253682,5.0379167,5.4616623,2.3945813,4.0796595,4.8872056,3.385403,4.111702,4.7094398,3.2302887,1.8891101,2.19864,4.669789,6.255007,6.836135,5.489716,6.5728917,5.375736,3.1474164,2.6490076,6.2973394,9.740659,1.7857811,7.357024,4.011576,5.876699,5.243296,5.549849,4.674884,6.6702466,4.576178,4.5493054,3.417278,4.3006277,5.029061,3.0084255,4.3826165,3.16111,3.4551172,3.080625,5.991005,4.4446,4.9904137,4.4536834,3.476867,6.0807786,4.2249603,4.977151,8.397938,5.8767943,2.6435862,4.667045,2.5176237
2.377671,6.178193,4.3829274,4.2217617,6.746871,3.2890368,8.273627,6.630376,7.5504484,3.9674377,5.75575,5.777364,2.9766884,4.5217085,5.2343993,3.6290932,4.390573,5.0596247,3.4449663,2.067748,2.22841,4.8582454,6.6141047,6.90849,5.733178,6.809307,5.6227846,3.4205387,3.0130236,6.5036907,10.372749,2.193816,7.776785,4.128677,6.1596355,5.4078093,5.9168944,5.1705055,7.105218,4.595908,4.9927244,3.6565113,4.74606,5.3990765,3.2669227,4.785456,3.5362246,3.782987,3.4440794,6.0869155,4.8549156,5.4103093,4.795852,3.8053951,6.3005714,4.6043296,5.6957407,8.535511,6.2744646,3.0790308,4.9283743,3.2211595
2.4955182,6.6135035,4.3743815,4.6080337,6.981662,3.5901277,8.630191,6.811715,7.7220597,4.249456,6.2230034,5.990036,3.283842,4.746216,5.478094,3.6723826,4.5630894,5.2583003,3.5514817,2.2126415,2.2856426,5.1584215,6.92549,7.022736,5.894597,7.083666,5.8592873,3.719744,3.3432126,6.6255765,10.735647,2.4387867,8.099435,4.2122207,6.246924,5.5414467,6.1986523,5.33043,7.3997116,4.6668906,5.4277587,3.9136016,4.8570905,5.50459,3.4493716,5.086017,3.9091954,4.0976963,3.479474,6.2422233,5.021203,5.8562675,5.010372,3.8676267,6.5318456,4.7388377,6.384933,8.681827,6.4034333,3.2752533,5.1683016,4.0132236
2.349645,6.0625725,4.3728023,4.007217,6.7035403,3.1552494,8.005809,6.538314,7.398676,3.8347042,5.465371,5.62336,2.8331363,4.359602,5.106951,3.5814555,4.294127,5.0248733,3.3690405,1.9820966,2.200884,4.823039,6.4760113,6.867025,5.64941,6.7390385,5.571777,3.3074114,2.8824422,6.449192,10.192845,2.0806143,7.6387324,4.0972667,6.065853,5.315878,5.761129,5.0130014,6.9293833,4.581637,4.805811,3.57548,4.6187205,5.2482424,3.15357,4.5893803,3.367868,3.7448134,3.3820484,6.059673,4.6864843,5.2531705,4.6534863,3.71057,6.241161,4.504162,5.4263678,8.493147,6.1176524,2.8991842,4.8060937,2.953136
2.3729665,6.1286583,4.3803234,4.1794825,6.724149,3.253624,8.230273,6.612669,7.4810553,3.9160912,5.693662,5.7606883,2.930807,4.489329,5.195587,3.6125972,4.3699646,5.0372534,3.4165642,2.0432122,2.218821,4.845902,6.591472,6.8955145,5.7018228,6.7702546,5.6152253,3.3774838,2.9748242,6.5213456,10.337201,2.1697803,7.744084,4.122942,6.146051,5.3825054,5.898009,5.1503453,7.0668764,4.591395,4.9599233,3.6181154,4.7390556,5.3658404,3.234059,4.751298,3.5016847,3.7695386,3.4620616,6.078325,4.824491,5.367074,4.7605057,3.7982361,6.27142,4.5838394,5.671546,8.507018,6.2512,3.0467038,4.8928804,3.1694188
2.4041336,6.182959,4.384371,4.314554,6.7645345,3.342878,8.335331,6.64327,7.5759287,3.993193,5.8245187,5.843048,2.9828591,4.564909,5.258133,3.642417,4.4040027,5.0238366,3.4677045,2.0914001,2.2531607,4.8898735,6.6473017,6.91707,5.7425694,6.8312144,5.624042,3.4750466,3.0426004,6.5689883,10.443354,2.2341516,7.829021,4.160728,6.193939,5.439382,5.9610996,5.1605363,7.169324,4.597329,5.0320177,3.6941223,4.810605,5.4193006,3.3078375,4.8599024,3.6232836,3.7832415,3.450902,6.08541,4.9146504,5.448971,4.8233466,3.812423,6.3051972,4.6450744,5.7687764,8.533669,6.314518,3.1449645,4.985002,3.3634176
2.315299,5.5838337,4.269605,3.678317,6.514197,3.005065,7.56806,6.3491,7.120761,3.4875002,4.9785824,5.441892,2.3429022,4.0400105,4.863966,3.367479,4.0850625,4.67564,3.2150214,1.8783891,2.2022924,4.6463575,6.2284517,6.8290997,5.4643884,6.537864,5.3446574,3.1270156,2.619893,6.2838283,9.674551,1.7520728,7.313712,4.003346,5.8566313,5.233456,5.525786,4.6099105,6.6347914,4.577304,4.5103335,3.3923843,4.2700686,4.9925203,2.9901564,4.349961,3.1396582,3.403176,3.0413144,5.976075,4.4108276,4.958321,4.426074,3.4460921,6.0537553,4.1924505,4.927812,8.37844,5.8455734,2.605537,4.652792,2.4682133
2.4088395,6.2505045,4.3849525,4.3266206,6.803688,3.3458607,8.339844,6.678006,7.5834875,4.021875,5.851111,5.8372097,2.9993663,4.6016874,5.259233,3.6426258,4.4205804,5.078506,3.4591804,2.0871344,2.2441807,4.9233413,6.6699505,6.948174,5.760049,6.8546567,5.6914554,3.4838204,3.0749626,6.5648203,10.464302,2.261885,7.8362727,4.1550283,6.2004695,5.4264903,5.983506,5.1888866,7.1508794,4.596941,5.101988,3.7202506,4.7801394,5.411036,3.2978554,4.877648,3.6142612,3.7947853,3.4316642,6.0977116,4.891831,5.4977784,4.830699,3.820354,6.312379,4.650471,5.8964176,8.550795,6.3025846,3.157999,4.984809,3.3999405
2.3118498,6.047981,4.368611,3.9654055,6.6961265,3.1255987,7.9774575,6.512832,7.3810506,3.7860224,5.451731,5.6061206,2.7363148,4.3451824,5.088399,3.5280547,4.267034,4.980071,3.3413484,1.9763764,2.2017345,4.8176103,6.455453,6.852936,5.6334295,6.7280674,5.564904,3.2955775,2.8686817,6.4433885,10.177321,2.0383863,7.626646,4.09204,6.03378,5.310949,5.7215433,5.0106893,6.91128,4.5814238,4.7891808,3.566872,4.5703187,5.201744,3.1462383,4.5738606,3.3566082,3.7251022,3.3523438,6.048718,4.6708536,5.2409663,4.646167,3.6721804,6.2329516,4.4549055,5.4040217,8.4845085,6.081721,2.8846636,4.797019,2.9309654
